Course Code,Course Name,Level,Term,Description,Prerequisites,Restrictions,Corequisites
EE 314,Digital Communications,314,"Fall, Spring","Digital Communications Theory and techniques of modern digital communications. Communication limits; modulation and detection; data transmission over channels with intersymbol interference; optimal and suboptimal sequence detection; equalization. Error correction coding; trellis-coded modulation; multiple access. Sayısal Komünikasyon Modern sayısal komünikasyon teorisi ve teknikleri. Komünikasyon limitleri, modülasyon ve tespit, sembol karışması olan kanallarda veri iletimi, optimal ve alt optimal sıralı tespit, sinyal eşitleme. Hata düzeltme kodlaması, Trellis kodlu modülasyon, çoklu erişim. 3.000",Undergraduate level ENS 211 Minimum Grade of D,,EE 314R Prerequisites: Undergraduate level ENS 211 Minimum Grade of D
EE 314R,Digital Communications - Recitation,314,"Fall, Spring",Digital Communications - Recitation Sayısal Komünikasyon - Problem Çözümü 0.000,,,EE 314
EE 395,Internship Project,395,"Fall, Spring","Internship Project All EE FENS students are required to complete an internship project (EE 395) with a minimum duration of 8 weeks after 3rd year and to have a satisfactory (S) standing so as to receive their BSc degrees. The main objectives of the internship project are (i) to give the students a chance to gain first-hand working experience in an industrial setting, (ii) to enhance their technical and communications skills, (iii) to enable them to interact with engineers and technicians effectively. At the same time, the internship projects help the students' professional development. Students determine their internship companies/institutions based on their interests and programs they are enrolled in. At the end of the project, students are required to prepare and submit a final project report and make a presentation. Students have to be enrolled in an EE Diploma Program in order to register for this course. See the Internship Project Guideline for further details. Staj Projesi EE Programı öğrencileri lisans derecelerini alabilmek için, 3.sınıf sonunda EE 395 kodlu Staj Projelerini minimum 8 hafta süre ile yapmak ve 'S' notu almak zorundadırlar. Staj Projesinin amacı, öğrencilerin sanayi ortamında deneyim kazanmasına, teknik ve iletişim becerilerini geliştirmelerine ve aynı ortamda mühendis ve teknisyenlerle etkileşime girmelerine olanak sağlamaktır. Aynı zamanda staj projeleri öğrencilerinin mesleki gelişimlerine de katkıda bulunmaktadır. Öğrenciler staj yapacakları kurumu ilgi alanlarına ve öğrenim gördükleri programlara göre belirlemektedir. Proje bitiminde öğrenciler proje raporlarını hazırlamak ve sunumunu yapmakla yükümlüdürler. EE 395 dersinin alınabilmesi için, öğrencinin EE Programı’na yerleştirilmiş olması gerekmektedir. Detaylı bilgi için Staj Projesi Yönergesine bakılmalıdır. 0.000",(Undergraduate level PROJ 102 Minimum Grade of D) or (Undergraduate level PROJ 201 Minimum Grade of D),Must be enrolled in one of the following Programs: BS-Electronics Engineering BS-Electronics Engineering,
EE 401,Very Large Scale Integrated System Design I,401,"Fall, Spring","Very Large Scale Integrated System Design I Complementary Metal-Oxide Semiconductor (CMOS) technology and limitations; CMOS circuit and logic design; layout rules and techniques; circuit characterization and performance estimation; CMOS subsystem design, basic building blocks; structured design principles; Very-Large-Scale Integrated (VLSI) system design methods; DRC, logic and circuit simulation. Çok Büyük Ölçekli Tümleşik Sistem Tasarımı 1 Eşlenik metal oksit yarıiletken (CMOS) teknolojisi ve sınırları; CMOS devre ve mantık devreleri tasarımı; yerleştirme kuralları ve yöntemleri; devre nitelemesi ve işlerlik kestirimi; CMOS alt sistem tasarımı, temel yapı taşları; yapısal tasarım ilkeleri; Çok Büyük Ölçekli Tümleşik (VLSI) sistem tasarımı yöntemleri; tasarım kuralları denetimi (DRC); mantık ve devre benzeşimi. 3.000",Undergraduate level CS 303 Minimum Grade of D and (Undergraduate level EL 302 Minimum Grade of D or Undergraduate level EE 302 Minimum Grade of D),,EE 401L Prerequisites: Undergraduate level CS 303 Minimum Grade of D and (Undergraduate level EL 302 Minimum Grade of D or Undergraduate level EE 302 Minimum Grade of D)
EE 401L,VLSI Systems Design I Lab,401,"Fall, Spring",VLSI Systems Design I Lab Çok Büyük Ölçekli Tümleşik Sistem Tasarımı 1-Lab 0.000,,,EE 401
EE 402,Very Large Scale Integrated System Design II,402,"Fall, Spring","Very Large Scale Integrated System Design II VLSI system computer aided design (CAD) tools; laboratory experience in custom VLSI system chip design on workstations using concepts of cell hierarchy; design of large adder arrays and multipliers; VLSI architecture design; pipelining; low-power design strategies; final proje involving specification, design and evaluation of a VLSI chip or VLSI CAD program; written report and oral presentation on the final project. Çok Büyük Ölçekli Tümleşik Sistem Tasarımı 2 Bilgisayar destekli tasarım (CAD) araçları; hücre hiyerarşisi kavramı kullanarak iş istasyonları üzerinde özel VLSI sistem yongaları tasarımı için laboratuar deneyimi kazandırılması; daha büyük toplayıcı dizilerinin ve çarpma devrelerinin tasarımı; VLSI mimari tasarım; pipelining; düşük güç harcamalı tasarım için statejiler; bir VLSI kırmığın ya da VLSI CAD programının ayrıntılı tanımlaması, tasarımı ve sınanmasını içeren bitirme ödevi; bitirme ödevi ile ilgili yazılı rapor ve sözlü sunum. 3.000",Undergraduate level EE 401 Minimum Grade of D or Undergraduate level EL 401 Minimum Grade of D,,EE 402R Prerequisites: Undergraduate level EE 401 Minimum Grade of D or Undergraduate level EL 401 Minimum Grade of D
EE 402R,VLSI Systems Design II - Recitation,402,"Fall, Spring",VLSI Systems Design II - Recitation Çok Büyük Ölçekli Tümleşik Sis.Tasarım.2 Prob.Çöz 0.000,,,EE 402
EE 403,Optoelectronics,403,"Fall, Spring","Optoelectronics Materials for optoelectronics, optical processes in semiconductors, absorption and radiation, transition rates and carrier lifetime. principles of Light Emitting Diodes (LEDs), lasers, photodetectors, modulators and solar cells. Optoelectronic integrated circuits Designs, demonstrations and projects related to optoelectronic device phenomena. Optoelektronik Optoelektronik için malzemeler, yarıiletkenlerde optik süreçler, emilim ve ışınım, geçiş sıklığı ve taşıyıcı ömrü, Işık Saçan Diyot (LED) ilkeleri, lazerler, ışık algılayıcılar, modülatörler ve güneş hücreleri. Optoelektronik tümleşik devreler. Optoelektronik olaylarla ilgili tasarımlar, gösterimler ve projeler. 3.000",Undergraduate level EE 307 Minimum Grade of D,,EE 403R Prerequisites: Undergraduate level EE 307 Minimum Grade of D
EE 403R,Optoelectronics-Recitation,403,"Fall, Spring",Optoelectronics-Recitation Optoelektronik-Problem Çözümü 0.000,,,EE 403
EE 404,Introduction to Microelectromechanical Systems,404,"Fall, Spring","Introduction to Microelectromechanical Systems Fundamentals of MEMS fabrication techonology, sensor component design and system integration issues are main focus this course. Advantages and disadvantages, application (automotive, defense, aerospace, microfluidics, biotech, medical, etc.), commercialization, manufacturability, packaging, and interfacing of the techonology are also covered. A design project is assigned via case study in this class. Mikroelektromekanik Sistemlere Giriş MEMS üretim teknolojisinin temelleri, mikrosensör tasarımı ve sistem entegrasyonu, bu dersin ana konularıdır. Bu teknolojinin avantaj ve dezavantajları, paketleme ve arayüz konuları, üretilebilirlik, değişik uygulama alanları (otomobil, savunma, havacılık, biyoteknoloji, tıp, vb.) ve ticari unsurlar, dersin işlenecek diğer konuları arasındadır. Bilgisayar destekli, mikrosensör tasarım ve simulasyonunundan oluşan bir dönem projesi de, dersin içeriğinde bulunur. 3.000",Undergraduate level ENS 203 Minimum Grade of D,,EE 404L Prerequisites: Undergraduate level ENS 203 Minimum Grade of D
EE 404L,Introduction to Microelectromechanical Systems Lab.,404,"Fall, Spring",Introduction to Microelectromechanical Systems Lab. Mikroelektromekanik Sistemlere Giriş Lab. 0.000,,,EE 404
EE 405,Communication Circuit Design,405,"Fall, Spring","Communication Circuit Design Design of radio frequency (RF) systems for transmission of information; types of receivers, matching techniques, receiver and antenna noise, types of modulation, high-frequency circuitry, and point-to-point and satellite communications. İletişim Devreleri Tasarımı Bilgi iletimi için radyo frekansı (RF) sistem tasarımı; alıcı çeşitleri; empedans uydurma yöntemleri, alıcı ve anten gürültüsü; modülasyon türleri, yüksek frekans devreleri, noktadan noktaya iletişim ve uydu iletişimi. 3.000",Undergraduate level EL 303 Minimum Grade of D or Undergraduate level EE 303 Minimum Grade of D,,EE 405L EE 405R Prerequisites: Undergraduate level EL 303 Minimum Grade of D or Undergraduate level EE 303 Minimum Grade of D
EE 405L,Communication Circuits Design Lab,405,"Fall, Spring",Communication Circuits Design Lab İletişim Devreleri Tasarımı Laboratuvar 0.000,,,EE 405 EE 405R
EE 405R,Communication Circuit Design - Recitation,405,"Fall, Spring",Communication Circuit Design - Recitation İletişim Devreleri Tasarımı - Problem Çözümü 0.000,,,EE 405 EE 405L
EE 406,Antennas and Propagation for Wireless Communication,406,"Fall, Spring","Antennas and Propagation for Wireless Communication Dipoles, loops, reflectors, Yagis, helices, slots, horns, microstrips. Antennas as transitions between guided and free radiation, ultrasound analogue. Pattern measurements. Radar equations. Feeds, matching, baluns. Broadbanding. Arrays, aperture synthesis, interferometry, very-long- baseline interferometry. Thermal radiation, antenna temperature, microwave passive remote sensing. Telsiz Haberleşme için Antenler ve Propagasyon İki kutuplu, halka, yansıtıcı, Yagi türü, heliks, boşluklu, koni ve mikroşerit antenler. Antenlerin kılavuzlanmış ve boşlukta yayılan dalgalar arası geçiş elemanı olarak yorumlanması. Anten radyasyonunun açılara göre ayarlaması ve balunlar. Geniş bantlama. Dizi antenler, anten açıklık sentezi, enterforemetre, çok uzun tabanlı enterforemetre. Isı radyosyonu, anten sıcaklığı, pasif mikrodalga uzaktan algılama. 3.000",Undergraduate level TE 305 Minimum Grade of D or Undergraduate level EE 301 Minimum Grade of D,,
EE 407,Microelectronic Fabrication,407,"Fall, Spring",Microelectronic Fabrication Semiconductor growth; material characterization; lithography tools; photo-resist models; thin film deposition; chemical etching and plasma etching; electrical contact formation; microstructure processing; and process modeling. Mikroelektronik Üretim Yarıiletken büyütme; malzeme nitelemesi; litografi araçları; fotorezist modelleri; ince film biriktirme; kimyasal aşındırma ve plazma aşındırması;elektriksel temas sağlanması ; çok küçük yapıların işlenmesi; işlem modelleme. 3.000,Undergraduate level EL 204 Minimum Grade of D or Undergraduate level EE 307 Minimum Grade of D,,EE 407L Prerequisites: Undergraduate level EL 204 Minimum Grade of D or Undergraduate level EE 307 Minimum Grade of D
EE 407L,Microelectronic Fabrication- Lab,407,"Fall, Spring",Microelectronic Fabrication- Lab Mikroelektronik Üretim- Laboratuvar 0.000,,,EE 407
EE 408,Modeling of Semiconductor Devices,408,"Fall, Spring","Modeling of Semiconductor Devices Semiconductor materials and their electronic properties and applications to electronic devices; p-n junctions; transistors; junction field effect transistors and MOS devices; and introduction to integrated circuits. Detailed presentation of advanced concepts such as generation- recombination, hot electron effects, and breakdown mechanisms; essential features of small ac characteristics, switching and transient behavior of p-n junctions, bipolar and MOS transistors; addresses fundamental issues for device modeling and discusses the perspective and limitations of Si-devices. Yarıiletken Devrelerin Modellenmesi Yarıiletken malzemeler, bunların elektronik özellikleri ve elektronik elemanlardaki uygulamaları; p-n jonksiyonlar; tranzistörler; jonksiyon alan etkili tranzistörler ve MOS aygıtlar; tümleşik devrelere giriş. Elektron-delik çiftlerin oluşumu ve yeniden birleşmeleri, sıcak elektron etkisi ve kırılma mekanizmaları gibi ileri kavramların ayrıntılı sunumu; küçük işaret AC karakteristiklerinin temel nitelikleri; p-n jonkiyonlarının, iki kutuplu ve MOS tranzistörlerin anahtarlama ve zamana bağlı davranışları. Eleman modellemesinde kullanılan temel ilkeler; Silikon elemanların kapsamı ve sınırları. 3.000",(Undergraduate level EL 202 Minimum Grade of D or Undergraduate level EE 202 Minimum Grade of D) and (Undergraduate level EL 204 Minimum Grade of D or Undergraduate level EE 307 Minimum Grade of D),,EE 408R Prerequisites: (Undergraduate level EL 202 Minimum Grade of D or Undergraduate level EE 202 Minimum Grade of D) and (Undergraduate level EL 204 Minimum Grade of D or Undergraduate level EE 307 Minimum Grade of D)
